Date,Openings,Hires,Labor_Force,Unemployment_Rate,Hourly_Wage,LH_Employment,State
2019-04-01,413.0,328.0,10200958.0,3.3,25.53,8028.3,FL
2019-05-01,436.0,320.0,10222100.0,3.3,25.45,8010.1,FL
2019-06-01,385.0,341.0,10246469.0,3.2,25.58,7896.3,FL
2019-07-01,428.0,362.0,10271048.0,3.2,25.57,7874.9,FL
2019-08-01,425.0,350.0,10293168.0,3.2,25.81,7988.0,FL
2019-09-01,427.0,405.0,10313778.0,3.2,25.96,7976.4,FL
2019-10-01,423.0,368.0,10332869.0,3.1,25.77,8079.8,FL
2019-11-01,413.0,382.0,10349460.0,3.1,25.83,8182.4,FL
2019-12-01,419.0,372.0,10356024.0,3.0,26.12,8200.2,FL
2020-01-01,430.0,371.0,10344346.0,3.0,25.99,8092.0,FL
2020-02-01,408.0,369.0,10310613.0,3.0,26.39,8147.7,FL
2020-03-01,381.0,351.0,10142457.0,4.0,26.24,8089.2,FL
2020-04-01,267.0,270.0,9372023.0,13.3,27.07,6938.5,FL
2020-05-01,325.0,514.0,10084003.0,14.1,27.27,7117.8,FL
2020-06-01,351.0,356.0,9984792.0,11.6,26.84,7286.8,FL
2020-07-01,389.0,326.0,10171091.0,11.6,27.05,7317.7,FL
2020-08-01,373.0,312.0,9988796.0,8.6,27.61,7420.5,FL
2020-09-01,391.0,321.0,10047622.0,8.0,27.21,7474.6,FL
2020-10-01,411.0,348.0,10035807.0,6.9,27.21,7639.9,FL
2020-11-01,409.0,355.0,10059672.0,6.5,27.3,7736.7,FL
2020-12-01,407.0,342.0,10092467.0,6.2,27.06,7777.3,FL
2021-01-01,429.0,289.0,10105097.0,5.8,27.31,7704.3,FL
2021-02-01,484.0,362.0,10128243.0,5.5,27.34,7783.0,FL
2021-03-01,478.0,318.0,10168684.0,5.4,27.26,7823.7,FL
2021-04-01,520.0,376.0,10214011.0,5.2,27.57,7845.1,FL
2021-05-01,574.0,397.0,10257231.0,5.0,28.14,7874.4,FL
2021-06-01,612.0,418.0,10311274.0,5.0,27.76,7815.2,FL
2021-07-01,691.0,459.0,10339188.0,4.7,27.98,7880.6,FL
2021-08-01,676.0,423.0,10375230.0,4.5,28.54,7968.1,FL
2021-09-01,674.0,427.0,10396510.0,4.2,28.7,8008.9,FL
2021-10-01,714.0,467.0,10434373.0,4.0,28.91,8180.8,FL
2021-11-01,660.0,508.0,10473602.0,3.8,28.7,8283.2,FL
2021-12-01,712.0,387.0,10509204.0,3.6,28.79,8307.3,FL
2022-01-01,709.0,394.0,10558488.0,3.5,29.03,8209.0,FL
2022-02-01,710.0,438.0,10589342.0,3.3,28.92,8310.9,FL
2022-03-01,817.0,479.0,10619534.0,3.2,29.04,8325.0,FL
2022-04-01,747.0,425.0,10648887.0,3.1,28.94,8401.9,FL
2022-05-01,675.0,451.0,10678789.0,3.0,29.19,8398.3,FL
2022-06-01,677.0,439.0,10705386.0,2.9,29.14,8294.3,FL
2022-07-01,615.0,389.0,10725323.0,2.9,29.42,8337.2,FL
2022-08-01,624.0,398.0,10744025.0,2.8,29.7,8443.2,FL
2022-09-01,643.0,400.0,10766037.0,2.8,29.8,8482.1,FL
2022-10-01,549.0,379.0,10791634.0,2.9,30.07,8558.0,FL
2022-11-01,700.0,384.0,10817250.0,2.9,30.47,8632.2,FL
2022-12-01,658.0,364.0,10845712.0,2.8,30.24,8653.6,FL
2023-01-01,684.0,402.0,10878670.0,2.8,30.15,8585.7,FL
2023-02-01,633.0,361.0,10914538.0,2.8,30.51,8651.7,FL
2023-03-01,635.0,368.0,10949760.0,2.8,30.9,8673.7,FL
2023-04-01,631.0,400.0,10980669.0,2.8,31.14,8711.0,FL
2023-05-01,624.0,414.0,11009242.0,2.8,30.75,8703.9,FL
2023-06-01,622.0,380.0,11031953.0,2.9,30.79,8616.5,FL
2023-07-01,532.0,392.0,11052215.0,2.9,31.4,8585.9,FL
2023-08-01,617.0,396.0,11070672.0,3.0,31.48,8673.2,FL
2023-09-01,598.0,416.0,11082946.0,3.0,31.71,8703.3,FL
2023-10-01,583.0,411.0,11092447.0,3.1,32.11,8800.7,FL
2023-11-01,536.0,422.0,11097059.0,3.1,31.78,8880.5,FL
2023-12-01,560.0,448.0,11099868.0,3.1,31.92,8886.5,FL
2015-01-01,210.0,222.0,6530801.0,6.1,25.84,5016.8,IL
2015-02-01,225.0,207.0,6531408.0,6.1,26.21,5045.0,IL
2015-03-01,215.0,196.0,6536364.0,6.0,26.04,5072.0,IL
2015-04-01,213.0,216.0,6544294.0,6.0,25.83,5146.3,IL
2015-05-01,221.0,208.0,6551834.0,6.0,25.8,5203.2,IL
2015-06-01,222.0,207.0,6556268.0,6.0,25.69,5207.7,IL
2015-07-01,268.0,189.0,6558362.0,5.9,25.8,5160.3,IL
2015-08-01,219.0,199.0,6560595.0,5.9,26.06,5162.4,IL
2015-09-01,222.0,175.0,6565320.0,5.9,26.01,5194.0,IL
2015-10-01,234.0,211.0,6575528.0,5.9,26.15,5232.9,IL
2015-11-01,228.0,200.0,6592406.0,6.0,26.5,5238.2,IL
2015-12-01,246.0,224.0,6612670.0,6.1,26.3,5243.3,IL
2016-01-01,240.0,222.0,6630981.0,6.2,26.59,5095.6,IL
2016-02-01,237.0,215.0,6643168.0,6.2,26.46,5119.5,IL
2016-03-01,224.0,223.0,6646990.0,6.2,26.48,5142.6,IL
2016-04-01,227.0,202.0,6643484.0,6.1,26.54,5204.4,IL
2016-05-01,251.0,183.0,6635761.0,6.0,26.7,5231.2,IL
2016-06-01,215.0,222.0,6625995.0,5.9,26.28,5239.8,IL
2016-07-01,237.0,217.0,6615725.0,5.8,26.41,5198.6,IL
2016-08-01,205.0,211.0,6606604.0,5.8,26.49,5204.0,IL
2016-09-01,208.0,203.0,6598952.0,5.7,26.6,5242.0,IL
2016-10-01,217.0,193.0,6591007.0,5.7,26.92,5269.6,IL
2016-11-01,210.0,234.0,6581198.0,5.6,26.7,5285.5,IL
2016-12-01,219.0,223.0,6570574.0,5.4,26.69,5283.5,IL
2017-01-01,229.0,237.0,6561466.0,5.3,26.93,5131.9,IL
2017-02-01,222.0,229.0,6554923.0,5.1,26.66,5159.9,IL
2017-03-01,228.0,232.0,6550862.0,5.0,26.57,5194.6,IL
2017-04-01,232.0,221.0,6549587.0,5.0,26.87,5233.6,IL
2017-05-01,228.0,213.0,6550628.0,4.9,26.49,5275.9,IL
2017-06-01,263.0,280.0,6553254.0,4.9,26.41,5294.0,IL
2017-07-01,261.0,239.0,6556805.0,5.0,26.88,5235.4,IL
2017-08-01,258.0,225.0,6558898.0,5.0,26.57,5252.6,IL
2017-09-01,285.0,236.0,6558492.0,4.9,26.91,5278.1,IL
2017-10-01,259.0,218.0,6556880.0,4.9,27.1,5299.3,IL
2017-11-01,243.0,197.0,6554599.0,4.8,27.01,5321.0,IL
2017-12-01,233.0,213.0,6552397.0,4.7,27.17,5322.1,IL
2018-01-01,240.0,209.0,6550963.0,4.5,27.21,5166.8,IL
2018-02-01,243.0,231.0,6551798.0,4.4,27.27,5197.6,IL
2018-03-01,240.0,262.0,6554433.0,4.4,27.17,5238.4,IL
2018-04-01,261.0,265.0,6556223.0,4.3,27.64,5254.3,IL
2018-05-01,287.0,248.0,6556049.0,4.3,27.2,5299.9,IL
2018-06-01,306.0,237.0,6554579.0,4.3,27.14,5320.9,IL
2018-07-01,282.0,203.0,6552241.0,4.3,27.75,5275.3,IL
2018-08-01,305.0,260.0,6551206.0,4.3,27.62,5287.2,IL
2018-09-01,343.0,242.0,6553072.0,4.4,28.27,5306.0,IL
2018-10-01,300.0,245.0,6557352.0,4.4,28.17,5321.8,IL
2018-11-01,327.0,242.0,6563693.0,4.5,28.15,5348.1,IL
2018-12-01,305.0,232.0,6570620.0,4.6,28.6,5336.4,IL
2019-01-01,316.0,225.0,6574836.0,4.6,28.43,5194.0,IL
2019-02-01,296.0,224.0,6574311.0,4.5,28.72,5209.4,IL
2019-03-01,311.0,175.0,6569737.0,4.4,28.54,5240.5,IL
2019-04-01,293.0,221.0,6563224.0,4.2,28.59,5285.5,IL
2019-05-01,260.0,215.0,6555831.0,4.0,28.43,5330.0,IL
2019-06-01,274.0,215.0,6548423.0,3.9,28.67,5351.0,IL
2019-07-01,254.0,204.0,6541678.0,3.8,28.79,5299.9,IL
2019-08-01,250.0,213.0,6535211.0,3.7,28.83,5307.0,IL
2019-09-01,252.0,214.0,6528621.0,3.7,29.23,5319.6,IL
2019-10-01,279.0,210.0,6522043.0,3.7,28.99,5344.2,IL
2019-11-01,253.0,208.0,6515473.0,3.6,29.13,5367.6,IL
2019-12-01,269.0,233.0,6507243.0,3.6,29.48,5362.8,IL
2020-01-01,256.0,208.0,6498977.0,3.7,29.45,5242.2,IL
2020-02-01,261.0,229.0,6492991.0,3.8,29.77,5255.2,IL
2020-03-01,226.0,164.0,6434112.0,5.1,29.51,5227.6,IL
2020-04-01,151.0,220.0,6257113.0,18.3,30.47,4575.2,IL
2020-05-01,191.0,250.0,6289916.0,14.7,30.21,4603.9,IL
2020-06-01,211.0,293.0,6250781.0,12.6,29.92,4717.9,IL
2020-07-01,238.0,251.0,6279917.0,11.4,29.79,4798.8,IL
2020-08-01,232.0,242.0,6251667.0,9.7,30.18,4866.9,IL
2020-09-01,240.0,240.0,6282727.0,9.1,29.97,4902.0,IL
2020-10-01,264.0,227.0,6269218.0,8.2,30.09,4966.4,IL
2020-11-01,265.0,232.0,6277798.0,7.8,30.6,4942.8,IL
2020-12-01,275.0,242.0,6287051.0,7.6,30.7,4925.1,IL
2021-01-01,275.0,286.0,6312351.0,7.2,30.65,4826.5,IL
2021-02-01,259.0,252.0,6319025.0,7.0,30.85,4878.5,IL
2021-03-01,311.0,261.0,6331308.0,6.8,30.78,4923.5,IL
2021-04-01,321.0,245.0,6348410.0,6.7,31.07,4973.8,IL
2021-05-01,340.0,241.0,6361175.0,6.6,31.41,5007.6,IL
2021-06-01,388.0,277.0,6374986.0,6.4,31.13,5040.3,IL
2021-07-01,384.0,282.0,6377404.0,6.2,31.36,5041.2,IL
2021-08-01,427.0,228.0,6382608.0,5.9,31.88,5040.7,IL
2021-09-01,448.0,272.0,6388352.0,5.5,31.85,5065.7,IL
2021-10-01,447.0,271.0,6406269.0,5.2,31.97,5143.5,IL
2021-11-01,419.0,285.0,6427458.0,4.9,32.08,5179.4,IL
2021-12-01,461.0,273.0,6452871.0,4.8,32.05,5199.3,IL
2022-01-01,486.0,258.0,6474832.0,4.7,32.6,5072.7,IL
2022-02-01,474.0,260.0,6487111.0,4.7,32.42,5110.0,IL
2022-03-01,465.0,262.0,6492868.0,4.6,32.38,5144.8,IL
2022-04-01,479.0,270.0,6495594.0,4.6,32.72,5193.3,IL
2022-05-01,427.0,271.0,6493141.0,4.6,32.88,5226.9,IL
2022-06-01,441.0,243.0,6488543.0,4.5,32.48,5258.2,IL
2022-07-01,451.0,258.0,6482060.0,4.5,32.72,5252.7,IL
2022-08-01,406.0,260.0,6473833.0,4.5,32.69,5253.9,IL
2022-09-01,437.0,265.0,6469689.0,4.5,32.94,5273.4,IL
2022-10-01,351.0,237.0,6467260.0,4.6,33.2,5288.1,IL
2022-11-01,406.0,232.0,6467579.0,4.5,33.23,5314.1,IL
2022-12-01,441.0,238.0,6470630.0,4.5,33.08,5297.0,IL
2023-01-01,445.0,252.0,6476104.0,4.4,33.3,5200.8,IL
2023-02-01,396.0,238.0,6482109.0,4.3,32.89,5219.2,IL
2023-03-01,378.0,235.0,6487941.0,4.2,32.82,5252.7,IL
2023-04-01,388.0,228.0,6494207.0,4.2,33.46,5272.9,IL
2023-05-01,405.0,249.0,6501994.0,4.2,33.01,5312.7,IL
2023-06-01,369.0,240.0,6512541.0,4.3,33.02,5369.6,IL
2023-07-01,347.0,212.0,6526175.0,4.4,33.68,5310.8,IL
2023-08-01,420.0,221.0,6541323.0,4.6,33.32,5303.0,IL
2023-09-01,397.0,184.0,6555746.0,4.7,33.57,5325.6,IL
2023-10-01,316.0,215.0,6567691.0,4.8,33.79,5328.8,IL
2023-11-01,398.0,222.0,6576555.0,4.8,33.52,5347.9,IL
2023-12-01,370.0,216.0,6584716.0,4.8,33.64,5336.7,IL
2015-01-01,206.0,192.0,6444939.0,5.5,23.95,4893.7,PA
2015-02-01,238.0,211.0,6448785.0,5.6,24.1,4926.3,PA
2015-03-01,227.0,192.0,6454403.0,5.6,24.23,4944.1,PA
2015-04-01,240.0,211.0,6461555.0,5.5,24.11,5000.4,PA
2015-05-01,244.0,208.0,6468552.0,5.5,24.05,5030.6,PA
2015-06-01,215.0,196.0,6473711.0,5.4,24.08,5013.1,PA
2015-07-01,242.0,195.0,6477709.0,5.4,24.13,4951.9,PA
2015-08-01,250.0,204.0,6481593.0,5.3,24.27,4953.4,PA
2015-09-01,228.0,225.0,6486574.0,5.3,24.37,5014.8,PA
2015-10-01,228.0,201.0,6494946.0,5.3,24.35,5061.1,PA
2015-11-01,231.0,227.0,6506860.0,5.3,24.59,5085.3,PA
2015-12-01,218.0,209.0,6519532.0,5.3,24.42,5084.1,PA
2016-01-01,223.0,213.0,6529917.0,5.3,24.69,4948.9,PA
2016-02-01,205.0,227.0,6536043.0,5.3,24.59,4987.6,PA
2016-03-01,211.0,194.0,6537416.0,5.3,24.49,5018.9,PA
2016-04-01,200.0,186.0,6535650.0,5.4,24.52,5071.7,PA
2016-05-01,194.0,163.0,6533018.0,5.4,24.51,5083.1,PA
2016-06-01,200.0,194.0,6530436.0,5.4,24.42,5053.3,PA
2016-07-01,222.0,197.0,6527033.0,5.4,24.62,5018.8,PA
2016-08-01,212.0,199.0,6521875.0,5.4,24.55,5014.0,PA
2016-09-01,243.0,218.0,6514917.0,5.3,24.79,5093.2,PA
2016-10-01,230.0,224.0,6506582.0,5.3,25.04,5121.6,PA
2016-11-01,231.0,214.0,6499466.0,5.3,24.95,5142.3,PA
2016-12-01,243.0,209.0,6496248.0,5.2,25.03,5135.8,PA
2017-01-01,247.0,212.0,6497414.0,5.2,25.2,5006.9,PA
2017-02-01,282.0,226.0,6501514.0,5.1,25.04,5045.1,PA
2017-03-01,266.0,233.0,6505628.0,5.1,25.08,5059.5,PA
2017-04-01,271.0,250.0,6507391.0,5.0,25.21,5108.1,PA
2017-05-01,265.0,260.0,6505377.0,5.0,24.87,5131.3,PA
2017-06-01,263.0,240.0,6500140.0,4.9,24.86,5101.1,PA
2017-07-01,270.0,192.0,6493788.0,4.9,24.98,5054.3,PA
2017-08-01,286.0,206.0,6487659.0,4.9,24.9,5056.3,PA
2017-09-01,280.0,220.0,6482632.0,4.9,25.16,5131.1,PA
2017-10-01,268.0,223.0,6478938.0,4.9,25.36,5160.4,PA
2017-11-01,260.0,203.0,6476072.0,4.9,25.15,5187.0,PA
2017-12-01,270.0,183.0,6474865.0,4.9,25.45,5182.4,PA
2018-01-01,265.0,226.0,6476843.0,4.8,25.57,5052.0,PA
2018-02-01,283.0,222.0,6482943.0,4.7,25.54,5095.4,PA
2018-03-01,306.0,242.0,6491802.0,4.6,25.53,5113.1,PA
2018-04-01,265.0,200.0,6500303.0,4.5,25.71,5161.5,PA
2018-05-01,285.0,175.0,6506622.0,4.4,25.58,5181.8,PA
2018-06-01,302.0,210.0,6510858.0,4.3,25.53,5157.9,PA
2018-07-01,292.0,227.0,6513633.0,4.3,25.72,5109.4,PA
2018-08-01,265.0,214.0,6517145.0,4.2,25.49,5111.8,PA
2018-09-01,287.0,176.0,6522999.0,4.2,25.97,5178.0,PA
2018-10-01,301.0,196.0,6531837.0,4.3,25.89,5217.0,PA
2018-11-01,291.0,186.0,6542689.0,4.3,26.06,5239.3,PA
2018-12-01,304.0,174.0,6553509.0,4.3,26.4,5225.8,PA
2019-01-01,299.0,189.0,6561798.0,4.3,26.33,5106.4,PA
2019-02-01,277.0,183.0,6565351.0,4.3,26.17,5136.0,PA
2019-03-01,284.0,197.0,6564870.0,4.3,25.95,5160.1,PA
2019-04-01,274.0,218.0,6562992.0,4.2,26.0,5205.4,PA
2019-05-01,309.0,206.0,6561865.0,4.2,25.93,5220.5,PA
2019-06-01,279.0,211.0,6563128.0,4.2,25.94,5196.5,PA
2019-07-01,248.0,205.0,6567450.0,4.2,25.97,5156.9,PA
2019-08-01,267.0,215.0,6574318.0,4.2,25.96,5166.9,PA
2019-09-01,262.0,195.0,6582556.0,4.3,26.35,5221.0,PA
2019-10-01,273.0,200.0,6589900.0,4.3,26.25,5260.4,PA
2019-11-01,278.0,207.0,6592893.0,4.3,26.38,5291.3,PA
2019-12-01,253.0,231.0,6586413.0,4.4,26.74,5280.4,PA
2020-01-01,276.0,196.0,6570864.0,4.4,26.76,5156.8,PA
2020-02-01,257.0,204.0,6552353.0,4.6,26.98,5187.0,PA
2020-03-01,215.0,216.0,6536470.0,4.8,26.88,5159.7,PA
2020-04-01,211.0,108.0,6344987.0,16.1,28.04,4294.1,PA
2020-05-01,208.0,253.0,6461185.0,12.9,27.66,4424.9,PA
2020-06-01,257.0,243.0,6462979.0,11.3,27.23,4588.6,PA
2020-07-01,263.0,279.0,6507677.0,10.4,27.1,4671.4,PA
2020-08-01,254.0,206.0,6504603.0,9.3,27.37,4712.3,PA
2020-09-01,263.0,215.0,6524674.0,8.7,27.23,4805.5,PA
2020-10-01,286.0,183.0,6512518.0,8.1,27.2,4876.8,PA
2020-11-01,262.0,197.0,6506621.0,7.8,27.56,4897.4,PA
2020-12-01,246.0,205.0,6492960.0,7.6,27.95,4844.4,PA
2021-01-01,275.0,185.0,6491480.0,7.4,27.89,4759.4,PA
2021-02-01,301.0,236.0,6475772.0,7.1,28.03,4806.4,PA
2021-03-01,353.0,206.0,6464392.0,6.8,27.86,4860.5,PA
2021-04-01,427.0,214.0,6458242.0,6.6,28.18,4898.0,PA
2021-05-01,441.0,177.0,6451234.0,6.3,28.35,4927.8,PA
2021-06-01,431.0,205.0,6447826.0,6.2,28.14,4929.6,PA
2021-07-01,470.0,209.0,6438156.0,5.9,28.21,4924.1,PA
2021-08-01,456.0,173.0,6427572.0,5.6,28.52,4926.6,PA
2021-09-01,438.0,217.0,6417348.0,5.3,28.62,4979.0,PA
2021-10-01,406.0,251.0,6412753.0,5.0,28.85,5055.1,PA
2021-11-01,406.0,244.0,6414162.0,4.7,28.79,5097.0,PA
2021-12-01,490.0,242.0,6423500.0,4.5,29.3,5105.9,PA
2022-01-01,504.0,188.0,6439522.0,4.3,29.8,4990.0,PA
2022-02-01,502.0,270.0,6457369.0,4.3,29.13,5051.1,PA
2022-03-01,492.0,221.0,6472892.0,4.2,29.32,5087.4,PA
2022-04-01,452.0,190.0,6484052.0,4.2,29.41,5132.6,PA
2022-05-01,496.0,199.0,6490041.0,4.2,29.75,5153.5,PA
2022-06-01,454.0,209.0,6490585.0,4.2,29.49,5133.1,PA
2022-07-01,432.0,184.0,6487010.0,4.2,29.87,5127.0,PA
2022-08-01,367.0,207.0,6482933.0,4.1,30.0,5122.4,PA
2022-09-01,373.0,180.0,6480554.0,4.1,30.2,5189.2,PA
2022-10-01,415.0,174.0,6482425.0,4.0,30.41,5217.1,PA
2022-11-01,439.0,180.0,6488327.0,4.0,30.51,5239.1,PA
2022-12-01,444.0,175.0,6496665.0,3.9,30.7,5236.5,PA
2023-01-01,403.0,191.0,6506096.0,3.9,30.89,5138.7,PA
2023-02-01,419.0,169.0,6516192.0,3.8,30.75,5169.1,PA
2023-03-01,399.0,175.0,6525440.0,3.7,30.69,5202.8,PA
2023-04-01,387.0,209.0,6533104.0,3.6,30.94,5230.1,PA
2023-05-01,343.0,194.0,6539628.0,3.6,30.71,5244.9,PA
2023-06-01,355.0,174.0,6547562.0,3.5,30.72,5243.4,PA
2023-07-01,344.0,166.0,6559103.0,3.5,30.96,5205.4,PA
2023-08-01,360.0,182.0,6572672.0,3.6,30.69,5204.5,PA
2023-09-01,376.0,205.0,6585926.0,3.6,31.03,5268.7,PA
2023-10-01,376.0,186.0,6597206.0,3.7,31.16,5289.8,PA
2023-11-01,362.0,194.0,6605331.0,3.7,31.03,5316.9,PA
2023-12-01,354.0,167.0,6609695.0,3.7,31.36,5316.1,PA
2015-01-01,212.0,215.0,5737312.0,5.2,22.65,4402.1,OH
2015-02-01,209.0,220.0,5731526.0,5.2,22.76,4425.7,OH
2015-03-01,199.0,215.0,5728534.0,5.1,22.78,4446.6,OH
2015-04-01,218.0,223.0,5727608.0,5.1,22.68,4510.8,OH
2015-05-01,207.0,201.0,5726888.0,5.0,22.58,4565.3,OH
2015-06-01,209.0,183.0,5724503.0,4.9,22.44,4543.4,OH
2015-07-01,226.0,192.0,5720710.0,4.8,22.57,4529.4,OH
2015-08-01,201.0,219.0,5717012.0,4.8,22.84,4536.5,OH
2015-09-01,223.0,206.0,5715547.0,4.8,22.93,4539.5,OH
2015-10-01,236.0,237.0,5719033.0,4.8,22.79,4579.7,OH
2015-11-01,227.0,217.0,5728965.0,4.9,23.0,4594.1,OH
2015-12-01,235.0,253.0,5743561.0,4.9,22.95,4593.7,OH
2016-01-01,243.0,212.0,5758397.0,5.0,23.14,4466.8,OH
2016-02-01,245.0,225.0,5769621.0,5.0,23.12,4490.4,OH
2016-03-01,245.0,249.0,5774990.0,5.0,23.1,4515.3,OH
2016-04-01,232.0,218.0,5775604.0,5.0,23.4,4581.3,OH
2016-05-01,240.0,215.0,5773817.0,5.0,23.38,4614.6,OH
2016-06-01,219.0,217.0,5771173.0,5.0,23.1,4587.0,OH
2016-07-01,258.0,205.0,5768861.0,5.0,23.29,4579.7,OH
2016-08-01,244.0,225.0,5768142.0,5.0,23.23,4585.4,OH
2016-09-01,230.0,232.0,5770193.0,5.1,23.56,4603.4,OH
2016-10-01,192.0,237.0,5774241.0,5.2,23.87,4630.8,OH
2016-11-01,271.0,207.0,5779152.0,5.2,23.74,4651.8,OH
2016-12-01,240.0,215.0,5784601.0,5.2,23.92,4635.1,OH
2017-01-01,246.0,200.0,5791153.0,5.2,24.13,4523.7,OH
2017-02-01,243.0,196.0,5798781.0,5.1,23.92,4546.0,OH
2017-03-01,250.0,191.0,5806189.0,5.1,23.94,4564.8,OH
2017-04-01,236.0,177.0,5813051.0,5.0,24.04,4609.1,OH
2017-05-01,202.0,218.0,5819388.0,5.0,23.82,4642.8,OH
2017-06-01,250.0,203.0,5825444.0,5.0,23.77,4630.2,OH
2017-07-01,230.0,220.0,5830854.0,4.9,24.11,4602.6,OH
2017-08-01,261.0,183.0,5832815.0,4.9,23.88,4612.1,OH
2017-09-01,256.0,186.0,5829158.0,4.9,24.11,4618.8,OH
2017-10-01,264.0,182.0,5820642.0,4.8,24.22,4654.7,OH
2017-11-01,248.0,192.0,5809489.0,4.7,24.14,4670.8,OH
2017-12-01,246.0,184.0,5799019.0,4.6,24.3,4657.9,OH
2018-01-01,265.0,209.0,5793192.0,4.6,24.64,4540.5,OH
2018-02-01,249.0,218.0,5794297.0,4.5,24.53,4568.5,OH
2018-03-01,267.0,201.0,5800942.0,4.5,24.55,4585.9,OH
2018-04-01,279.0,216.0,5808831.0,4.5,24.74,4622.7,OH
2018-05-01,262.0,228.0,5814368.0,4.5,24.43,4658.2,OH
2018-06-01,292.0,229.0,5816161.0,4.4,24.35,4654.3,OH
2018-07-01,283.0,223.0,5815042.0,4.4,24.78,4629.0,OH
2018-08-01,274.0,197.0,5815036.0,4.4,24.75,4640.2,OH
2018-09-01,287.0,189.0,5818652.0,4.4,25.23,4639.9,OH
2018-10-01,281.0,195.0,5825205.0,4.5,25.14,4676.6,OH
2018-11-01,296.0,204.0,5832678.0,4.5,25.09,4690.7,OH
2018-12-01,305.0,211.0,5838615.0,4.5,25.44,4673.9,OH
2019-01-01,313.0,200.0,5841057.0,4.4,25.43,4569.0,OH
2019-02-01,262.0,197.0,5841071.0,4.2,25.33,4586.7,OH
2019-03-01,276.0,212.0,5842012.0,4.0,25.3,4603.6,OH
2019-04-01,297.0,229.0,5846328.0,3.9,25.31,4651.1,OH
2019-05-01,286.0,187.0,5853828.0,3.9,25.14,4685.2,OH
2019-06-01,261.0,204.0,5863521.0,3.9,25.07,4674.2,OH
2019-07-01,284.0,209.0,5873940.0,4.0,25.24,4658.9,OH
2019-08-01,261.0,225.0,5883443.0,4.1,25.23,4666.5,OH
2019-09-01,269.0,227.0,5892364.0,4.2,25.57,4656.6,OH
2019-10-01,278.0,199.0,5901853.0,4.3,25.3,4698.3,OH
2019-11-01,262.0,224.0,5912001.0,4.3,25.37,4720.9,OH
2019-12-01,249.0,209.0,5919223.0,4.3,25.64,4708.5,OH
2020-01-01,255.0,191.0,5919390.0,4.4,25.69,4604.7,OH
2020-02-01,259.0,201.0,5909682.0,4.5,25.71,4621.2,OH
2020-03-01,195.0,183.0,5820292.0,4.8,25.62,4585.6,OH
2020-04-01,167.0,155.0,5534863.0,16.5,26.31,3941.7,OH
2020-05-01,228.0,405.0,5655129.0,12.8,25.83,4108.3,OH
2020-06-01,245.0,344.0,5654610.0,11.0,25.58,4285.4,OH
2020-07-01,221.0,228.0,5693398.0,9.8,25.84,4322.8,OH
2020-08-01,250.0,224.0,5691651.0,8.3,26.15,4357.4,OH
2020-09-01,236.0,208.0,5723287.0,7.6,26.25,4385.9,OH
2020-10-01,259.0,217.0,5722806.0,6.7,26.33,4454.7,OH
2020-11-01,253.0,224.0,5729613.0,6.4,26.69,4470.3,OH
2020-12-01,257.0,224.0,5731408.0,6.3,26.65,4456.0,OH
2021-01-01,257.0,209.0,5737522.0,6.1,26.78,4372.8,OH
2021-02-01,292.0,216.0,5734668.0,6.0,26.92,4391.0,OH
2021-03-01,294.0,221.0,5737031.0,6.0,26.75,4411.8,OH
2021-04-01,297.0,227.0,5743370.0,5.9,27.11,4449.1,OH
2021-05-01,324.0,201.0,5746962.0,5.7,27.48,4485.8,OH
2021-06-01,327.0,236.0,5748415.0,5.5,27.25,4494.2,OH
2021-07-01,374.0,239.0,5744146.0,5.3,27.57,4518.7,OH
2021-08-01,361.0,217.0,5739198.0,5.0,27.7,4518.0,OH
2021-09-01,405.0,237.0,5733522.0,4.7,27.68,4488.2,OH
2021-10-01,435.0,223.0,5731713.0,4.5,27.9,4574.0,OH
2021-11-01,450.0,198.0,5732071.0,4.3,28.02,4598.0,OH
2021-12-01,436.0,225.0,5736256.0,4.1,28.36,4585.8,OH
2022-01-01,389.0,224.0,5743840.0,4.0,28.96,4496.8,OH
2022-02-01,455.0,211.0,5751648.0,3.9,29.01,4528.8,OH
2022-03-01,421.0,216.0,5758056.0,3.9,28.52,4543.0,OH
2022-04-01,425.0,224.0,5763749.0,3.8,28.85,4601.8,OH
2022-05-01,408.0,241.0,5768071.0,3.9,28.92,4627.1,OH
2022-06-01,439.0,242.0,5770525.0,3.9,28.88,4622.1,OH
2022-07-01,413.0,236.0,5770117.0,4.0,28.97,4630.3,OH
2022-08-01,370.0,224.0,5768252.0,4.1,29.13,4629.0,OH
2022-09-01,398.0,203.0,5767435.0,4.1,29.68,4620.9,OH
2022-10-01,359.0,220.0,5770192.0,4.1,30.11,4663.6,OH
2022-11-01,356.0,220.0,5776705.0,4.0,29.86,4676.8,OH
2022-12-01,415.0,198.0,5785975.0,3.9,30.21,4658.4,OH
2023-01-01,366.0,237.0,5797301.0,3.8,30.9,4588.3,OH
2023-02-01,313.0,197.0,5808648.0,3.6,30.57,4612.6,OH
2023-03-01,334.0,207.0,5818417.0,3.5,30.4,4626.9,OH
2023-04-01,361.0,206.0,5826255.0,3.5,30.96,4664.4,OH
2023-05-01,374.0,194.0,5832453.0,3.4,30.42,4701.4,OH
2023-06-01,359.0,193.0,5838462.0,3.5,30.24,4715.3,OH
2023-07-01,301.0,194.0,5845230.0,3.6,30.85,4699.6,OH
2023-08-01,352.0,207.0,5852110.0,3.7,30.6,4700.2,OH
